post's uri,author's did,post's text,replyCount,repostCount,likeCount
at://did:plc:6yxfgdigb2jad5nmrkzhko3s/app.bsky.feed.post/3lffpnlwc532m,did:plc:6yxfgdigb2jad5nmrkzhko3s,"The US announced on Monday additional sanction relief for six months on some activities in Syria, to support essential services such as electricity, water, and sanitation while the US monitors developments under the new government.",0,2,3
at://did:plc:vuerfjn4prw6rin36hh6c2lb/app.bsky.feed.post/3lffphx6xc22r,did:plc:vuerfjn4prw6rin36hh6c2lb,Αέρας δημοκρατίας...  www.zougla.gr/kosmos/syria...,0,0,0
at://did:plc:447ahksw7m53kokx7636u5ly/app.bsky.feed.post/3lffpge3dh226,did:plc:447ahksw7m53kokx7636u5ly,"#USNavy P-8A poseidon seen on the flight radar circling over the east of the mediterranean sea, flight looking to be operating off the coastline of syria, departure from sigonella naval base italy. #AE67C5",0,0,4
at://did:plc:gzjhg4nxhqef2cvhjecivgr5/app.bsky.feed.post/3lffpffrr3c23,did:plc:gzjhg4nxhqef2cvhjecivgr5,"⚔️🌍🇸🇾 U.S. and European Envoys Warn Syria Over Appointment of Foreign Jihadists to Military Roles

Full Story → m.piqsuite.com/reuters/excl...",0,0,0
at://did:plc:iwnlkwf52hlatcou5z5ucrqa/app.bsky.feed.post/3lffpfdlmws2u,did:plc:iwnlkwf52hlatcou5z5ucrqa,"Immediately after #Assad fled #Syria, my amazing colleague @lalzubaidi.bsky.social invited TheSyriaCampaign's Razan Rashidi & playwright/activist Mohammad Al Attar so we could discuss the significance of what happened and 13 years of relentless civil activism ❤️
www.youtube.com/watch?v=KRXS...",0,1,2
at://did:plc:43fdk46qa5gsokzygzildsaq/app.bsky.feed.post/3lffp7shkm42q,did:plc:43fdk46qa5gsokzygzildsaq,"U.S., FRANCE AND GERMANY WARNED SYRIA OVER RECENT APPOINTMENT OF FOREIGN JIHADISTS TO ARMED FORCES, SOURCES SAY",0,0,0
at://did:plc:43fdk46qa5gsokzygzildsaq/app.bsky.feed.post/3lffp5kwar727,did:plc:43fdk46qa5gsokzygzildsaq,"EXCLUSIVE-U.S., FRANCE AND GERMANY WARNED SYRIA OVER RECENT APPOINTMENT OF FOREIGN JIHADISTS TO ARMED FORCES, SOURCES SAY",0,0,0
at://did:plc:jertqaeelhhvcfzsyusx3l3w/app.bsky.feed.post/3lffp3njg722e,did:plc:jertqaeelhhvcfzsyusx3l3w,For nearly two weeks we have been hearing there will be military problems in syria like intervention. There is nothing like that.,0,0,0
at://did:plc:kuux6r7fpf5yqi3i32jnzr5h/app.bsky.feed.post/3lffp3i4upk2n,did:plc:kuux6r7fpf5yqi3i32jnzr5h,"The media and Syria - a repeat of the media and every other disastrous western intervention.
www.medialens.org/2025/manufac...",0,0,0
at://did:plc:b3lqwwuapczr5acokwq4tiuf/app.bsky.feed.post/3lffow5hc7c2c,did:plc:b3lqwwuapczr5acokwq4tiuf,"www.msn.com/en-us/news/w...
us-announces-25m-reward-for-arrest-of-venezuela-s-maduro
/ar-BB1reNsy?ocid=socialshare&cvid=2178184f02d64f43a3cc90a638b2ca2d&ei=49",0,0,0
at://did:plc:z5eoepsor6j4h6f64x5j77n5/app.bsky.feed.post/3lffouahqyc2y,did:plc:z5eoepsor6j4h6f64x5j77n5,"Sounds like this ignorant fuck would like to institute some reforms of Afghanistan, Iran, or Syria. Fuck him.",0,0,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lffosjdwm22q,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria  #Malaysia #Greenland #Netherlands #Thailand #Polen #Hungary #Belgium #France #Luxemburg #Turkey #Mexico #Brazil #Japan #Argentina #Korea #Colombia

CIA Catholics blocking cable because Elizabeth is visiting. And at your end?",0,0,0
at://did:plc:mfuhszvhwadqbqigrchfzhqw/app.bsky.feed.post/3lffosctufk2r,did:plc:mfuhszvhwadqbqigrchfzhqw,"Some insights on events in Syria.
www.unz.com/mwhitney/the...",0,0,2
at://did:plc:jertqaeelhhvcfzsyusx3l3w/app.bsky.feed.post/3lfforbz4es2b,did:plc:jertqaeelhhvcfzsyusx3l3w,General Austin declared usa will keep supporting local allies in syria in order to maintain isis prison cells. Usa will keep troop presence in the country.,1,0,0
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lffogjhjw62l,did:plc:4hm6gb7dzobynqrpypif3dck,@straits_times: Italy foreign minister proposes setting aside EU sanctions on Syria ,0,0,0
at://did:plc:466aoxsrzu2rtdjauj7wnxqr/app.bsky.feed.post/3lffoc6ttn22z,did:plc:466aoxsrzu2rtdjauj7wnxqr,"We should take this opportunity to never allow ocean-front property from being hoarded again 

The ocean and ocean-front belong to everyone 

Not just some tech cunt or nepo dumbass 

Free Palestine Sudan Lebanon Syria Luigi",0,0,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lffo5zr6c22j,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria  #Malaysia #Greenland #Netherlands #Thailand #Polen #Hungary #Belgium #France #Luxemburg #Turkey #Mexico #Brazil #Japan #Argentina #Korea #Colombia
Medals and other nonsens has never been accepted since 1400. And at your end?",0,0,0
at://did:plc:7umb3asmcopiogfmpuxbhbbl/app.bsky.feed.post/3lffo5tzdi22i,did:plc:7umb3asmcopiogfmpuxbhbbl,The withdrawal from Syria should have been straight up embarrassing for him. He just left forts empty and our allies defenseless.,2,0,2
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lffo2m5af22j,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria  #Malaysia #Greenland #Netherlands #Thailand #Polen #Hungary #Belgium #France #Luxemburg #Turkey #Mexico #Brazil #Japan #Argentina #Korea #Colombia
For 6 years. Points to President-Elect. White House. Oslo is what. Tbc",0,0,0
at://did:plc:t24iwwcwlfbslmlmtd573l2e/app.bsky.feed.post/3lffnzlgq422q,did:plc:t24iwwcwlfbslmlmtd573l2e,"Genocide in Gaza, revolution in Syria, climate catastrophe in LA. When will people get angry or desperate enough to fight back against the lies and propaganda, either from Israelis, U.S. foreign policy, Assad, or the oil and gas industries, to take action?

The time is now.",0,0,1
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lffny5tych2e,did:plc:4hm6gb7dzobynqrpypif3dck,"@trtworld: Turkish President Recep Tayyip Erdogan says that separatist terrorists in Syria must either lay down their arms or face inevitable elimination

Read more:  https://t.co/Lt6VaMgtlq",0,0,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lffnwzlmlc2j,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria  #Malaysia #Greenland #Netherlands #Thailand #Polen #Hungary #Belgium #France #Luxemburg #Turkey #Mexico #Brazil #Japan #Argentina #Korea #Colombia

What to check at your end. That the Stevedore, Maersk, is not listening in.",0,0,0
at://did:plc:gzjhg4nxhqef2cvhjecivgr5/app.bsky.feed.post/3lffnugn2c223,did:plc:gzjhg4nxhqef2cvhjecivgr5,"🇮🇹🕊️ Italy Proposes EU Sanctions Moratorium on Syria Following Regime Change

Full Story → m.piqsuite.com/reuters/ital...",0,0,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lffnsi23ks2j,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria  #Malaysia #Greenland #Netherlands #Thailand #Polen #Hungary #Belgium #France #Luxemburg #Turkey #Mexico #Brazil #Japan #Argentina #Korea #Colombia

Eligal surveillance for 6 years. Decided by Secretary of State as PM. Tbc",0,0,0
at://did:plc:5zww7zorx2ajw7hqrhuix3ba/app.bsky.feed.post/3lffnqec4w72i,did:plc:5zww7zorx2ajw7hqrhuix3ba,"Italy FM Says New Syria Leader Pledged To Stop ‘Illegal Immigration’

https://www.byteseu.com/639778/

Text size Syria’s new leader Ahmed al-Sharaa told visiting Italian Foreign Minister Antonio Tajani on Friday that he was ready to stem “illegal immigration” to Europe, the European diplomat …",0,0,0
at://did:plc:imlby7bvigtgs4cvj7o6s4t4/app.bsky.feed.post/3lffnlo4dfs2j,did:plc:imlby7bvigtgs4cvj7o6s4t4,"Now is the best time. Not acting now will lead to decades of this as seen in your Syria, my family's Venezuela, and more places around the globe throughout history.",0,0,1
at://did:plc:yow3ni6hanedjubexs6imfg4/app.bsky.feed.post/3lffnkgkyez2s,did:plc:yow3ni6hanedjubexs6imfg4,Syria Update #13 - 10 January 2025 #Refugees,0,1,0
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lffnh37o5r2j,did:plc:4hm6gb7dzobynqrpypif3dck,"@MiddleEastEye: Mazen al-Hamada was 'lured' back to Syria by spy working for Assad's secret service
 https://t.co/Hn8pbJoEf5",0,0,0
at://did:plc:xmoysizbtnlz7lx3ttancl44/app.bsky.feed.post/3lffnfcibqc2m,did:plc:xmoysizbtnlz7lx3ttancl44,"So we’re going to start a war with our allies, and that means the only allies we will have will be China, Iran, Russia Afghanistan, Syria, and Sudan! And he’ll do something to piss them off too, so we’re gonna have everybody hate us!",0,0,1
at://did:plc:qcup5cxhkeqob5rdeinht3to/app.bsky.feed.post/3lffnf37oes2c,did:plc:qcup5cxhkeqob5rdeinht3to,"and this was propagated by Arab League which declared war in 1948 to stop the young republic's first year free from British rule.

Soviets revived that struggle when the PLO/Fatah was founded in the 1960s with Soviet support and assistance from then pro-Soviet Syria and Egypt.",0,0,0
at://did:plc:sx32nk6mlle74b5iqmwfolj5/app.bsky.feed.post/3lffnatl6uk26,did:plc:sx32nk6mlle74b5iqmwfolj5,Lmfao now that Israel bombed syria a few times they can mention it. Crickets for decades of assads genocide and repression. Galling disingenuousness,0,0,0
at://did:plc:tqot7luzb7u5qgn6zphplzxc/app.bsky.feed.post/3lffnapd7tv2c,did:plc:tqot7luzb7u5qgn6zphplzxc,"Some sanctions against Syria ""could be lifted quickly"" following last month's fall of Bashar al-Assad, French Foreign Minister Jean-Noel Barrot said on Wednesday.",0,0,0
at://did:plc:nmoaombfcftmgt6emgcapyh5/app.bsky.feed.post/3lffn6qjnnc2z,did:plc:nmoaombfcftmgt6emgcapyh5,Remember when Israel started unilaterally bombing whatever it wanted in Syria and took chunks of Syrian territory after Assad’s toppling? Interesting read here about one downstream effect of that.,1,0,2
at://did:plc:am76ptemaw3eordgfoyrwepi/app.bsky.feed.post/3lffn4kewvs2i,did:plc:am76ptemaw3eordgfoyrwepi,Mazen al-Hamada was 'lured' back to Syria by spy working for Assad's secret service - https://www.middleeasteye.net/news/mazen-hamada-was-lured-back-syria-spy-working-assads-secret-service,0,14,23
at://did:plc:khvtk5ibrdpwtod2ktgaraxf/app.bsky.feed.post/3lffmvy4f4c2z,did:plc:khvtk5ibrdpwtod2ktgaraxf,"Hey Donald Trump!
Since you said that Turkey has rights to Syria due to its history, then we, the Greeks can rightfully reclaim what was ours.😏",0,0,0
at://did:plc:ni4jiqqd3jgpk6f7qxh5rba3/app.bsky.feed.post/3lffmvvcbd22r,did:plc:ni4jiqqd3jgpk6f7qxh5rba3,"PVTV, Political Views TV news and views 1/10/25
#LosAngeles #Wildfires, #Trump #Putin, #Greenland, #Ukraine vs #Russia, #Syria vs #Russia, #Congress vs #ICC, #Poland, #Gaza #DeathToll, #Biden vs #Nvidia, #DonaldTrump #Felon, #JackSmith, #GlobalWarming, #AlecBaldwin

open.spotify.com/episode/6KIZ...",0,0,1
at://did:plc:dg2uycm6vtkzv5qltcegq54b/app.bsky.feed.post/3lffms75wmk2p,did:plc:dg2uycm6vtkzv5qltcegq54b,"Robert D Kaplan on the fall of the great powers
Lyse Doucet on Syria after Assad
@willdunn.bsky.social on Elon Musk’s attention economy
@hannahsbee.bsky.social on the grooming scandal
@traceythorn.bsky.social: New Year Old You 
+ @andrewmarr.bsky.social @sathnam.bsky.social @alisonjourno.bsky.social",0,2,2
at://did:plc:ggunmrpgafchz6hzkmrgp27q/app.bsky.feed.post/3lffms6nsyk26,did:plc:ggunmrpgafchz6hzkmrgp27q,"Aspiring to achieve a 50% representation of women in the Syrian government, is a fundamental human right. 
#Syria #Women's_rights #feminism #intersectionality",0,0,0
at://did:plc:77uvo3s3d6na7n4isgev5gtz/app.bsky.feed.post/3lffmq6c3uc2h,did:plc:77uvo3s3d6na7n4isgev5gtz,"ANADOLU AGENCY: Israel ‘brutally’ detains, interrogates people in occupied Syria: French journalist www.aa.com.tr/en/middle-ea... @anadoluajansicom.bsky.social @sylvainmercadier.bsky.social #photojournalism #journalism",0,0,1
at://did:plc:sxrtukqfuylj2pegpcmwojzt/app.bsky.feed.post/3lffmmenwzs2c,did:plc:sxrtukqfuylj2pegpcmwojzt,Just like the one the Israelis have brushed aside in Syria?,0,0,2
at://did:plc:7ojweobfii3t3rx3nqhrhtyr/app.bsky.feed.post/3lffmkumcwk2a,did:plc:7ojweobfii3t3rx3nqhrhtyr,"#Italy Foreign Minister Tajani meets #Syria's de facto leader Ahmed al-Sharaa and Foreign Minister Asaad al-Shaibani in Damascus

""Italy is ready to do its part to encourage the reform process in Syria. We want to be close to the Syrian people and support them in all areas""",0,1,2
at://did:plc:nhr4xbszfvltobwymcnwyvuc/app.bsky.feed.post/3lffmjpjig22m,did:plc:nhr4xbszfvltobwymcnwyvuc,"The Hebrew term for Apartheid is Hafrada. Nobody can deny that the Palestinians in the West Bank and East Jerusalem are subjected to Apartheid. Gaza has been under siege and blockade since 2006. Zionists are also killing people in Lebanon, Yemen, Iran and Syria.",1,1,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lffmiiaeus22,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria  #Malaysia #Greenland #Netherlands #Thailand #Polen #Hungary #Belgium #France #Luxemburg #Turkey #Mexico #Brazil #Japan #Argentina #Korea #Colombia

Mr Ugla. Catholic. Father highest Order at Crown. At at your end?",0,0,0
at://did:plc:xcwp2yst4cufncde2zf65fvv/app.bsky.feed.post/3lffmi4fkcn2q,did:plc:xcwp2yst4cufncde2zf65fvv,"'Brutally Interrogated' - French Journalist Detained by Israel in Syria 
 #palestine #palestinechronicle ",0,0,0
at://did:plc:od4agmbsnaelt7lczcpfivm2/app.bsky.feed.post/3lffmepwy7k2w,did:plc:od4agmbsnaelt7lczcpfivm2,"I'm sure this isn't going to cause any problems when these now trained soldiers go back home to Yemen, Syria etc...

www.dropsitenews.com/p/yemenis-fo...",0,1,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lffmdz5kg22b,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria  #Malaysia #Greenland #Netherlands #Thailand #Polen #Hungary #Belgium #France #Luxemburg #Turkey #Mexico #Brazil #Japan #Argentina #Korea #Colombia
At this mansion CIA found a server connected to no 6.
And in your country? Tbc",5,0,0
at://did:plc:n2abrigfafihwub56ldhjd7c/app.bsky.feed.post/3lffm7xqnms27,did:plc:n2abrigfafihwub56ldhjd7c,"'Donald Trump has shared inflammatory video content calling Benjamin Netanyahu a “deep, dark son of a bitch” just weeks after the Israeli leader claimed the two had a “very friendly, warm” discussion about hostage negotiations and Syria policy.'

www.theguardian.com/us-news/2025...",0,2,4
at://did:plc:tt3dzaxqfsfoqulelsgbxdjq/app.bsky.feed.post/3lffm6vpf6k2u,did:plc:tt3dzaxqfsfoqulelsgbxdjq,Not to mention the billions of weapons credits granted to Israel to continue its devastating campaigns in Gaza and Syria,0,0,0
at://did:plc:evhgywt3h5nxgmtmulm7g62j/app.bsky.feed.post/3lffm6oqiek2g,did:plc:evhgywt3h5nxgmtmulm7g62j,"#Syria 
A touching video from the orphanage in #Sarmada, #Idlib countryside, a #Syrian child meets his family after 4 years of separation. The child was transferred to the orphanage, while his family thought he had lost his life in the bombing of the #Assad regime forces.

x.com/qusay_noor_/...",0,1,4
at://did:plc:nvjqcywkrtvov6q6gcal77vz/app.bsky.feed.post/3lfflx7ua5s2u,did:plc:nvjqcywkrtvov6q6gcal77vz,"Islamic architecture, Syria",0,0,0
at://did:plc:krnurkx5yxcp2dw5eubeb5cf/app.bsky.feed.post/3lfflwfyzhc2o,did:plc:krnurkx5yxcp2dw5eubeb5cf,I wonder how Farage feels about his bestie Trump insisting that the UK must take back all the British Isis terrorists now in Syria.,0,0,0
at://did:plc:wfjlxn2ttrxexwbejyl62ky2/app.bsky.feed.post/3lfflq4z27k2z,did:plc:wfjlxn2ttrxexwbejyl62ky2,,0,0,0
at://did:plc:q64bsq4vjhkb3hv4kmrn6qsi/app.bsky.feed.post/3lffll2anbc23,did:plc:q64bsq4vjhkb3hv4kmrn6qsi,"Now that Gaza as been destroyed, they & the U.S have normalized genocide & their land grab in Syria as been a success, they're admitting what we've known all along.....that the rapes were a lie & they killed their own ppl but blamed Hamas. Ppl don't despise the U.S & Israel nearly enough.",0,3,6
at://did:plc:ytwny3tzi3pqnd67ehndyeag/app.bsky.feed.post/3lfflhi3esz23,did:plc:ytwny3tzi3pqnd67ehndyeag,"JUST IN: ’90s superhero blockbusters flopped more than most Marvel movies https://buff.ly/3D9H0eI 
#syria
$rwa
#jayz
#fulars
#BBkingvivian
#leonlett
#trending
#ecdsa
#luigi
#bregman
Follow and turn on notification for latest…",0,0,0
at://did:plc:zwio4syk7z3sndsoo3xbtoqq/app.bsky.feed.post/3lfflelxluk2w,did:plc:zwio4syk7z3sndsoo3xbtoqq,"No.  russia who carpet bombed parts of Syria for years & supported genocidal ruler Assad does not get its toys back.  It forfeited them.

Go away russia.",0,1,12
at://did:plc:7lwiocm7oml2xxwue34bo4ip/app.bsky.feed.post/3lffl7bwzac2z,did:plc:7lwiocm7oml2xxwue34bo4ip,"Ankara has warned of a potential cross-border offensive into northeastern Syria against the Kurdish YPG militia, which spearheads the SDF, if the group does not comply with Turkish demands.
www.middleeasteye.net/news/turkey-...",0,0,1
at://did:plc:43fdk46qa5gsokzygzildsaq/app.bsky.feed.post/3lffl5o7xfr23,did:plc:43fdk46qa5gsokzygzildsaq,Syria: The Syrian Ministry of Defense holds organizational sessions with military leaders as part of the process of integrating factions into the Ministry of Defense,0,0,0
at://did:plc:6j277n6u3p7ovagzxgwxar5h/app.bsky.feed.post/3lffl5etxpk2c,did:plc:6j277n6u3p7ovagzxgwxar5h,"#US #CIA #Terrorism #Syria #Ukraine #GazaGenocide #Haiti #Russia #NATO #EU #UK #politics 

""They don't care!"" Jeffrey Sachs on US approach to Civilian Deaths in Ga... youtu.be/irpFD-uBfs4?... via @YouTube",0,0,0
at://did:plc:vy7yw6gkdyqcmvl7hjid3br2/app.bsky.feed.post/3lffkztskus2d,did:plc:vy7yw6gkdyqcmvl7hjid3br2,"Mouaz Moustafa, Executive Director of the Syrian Emergency Task Force, a nonprofit created to respond to attacks on civilians by al-Assad, said if Tulsi Gabbard is made Director of National Intelligence, he isn’t sure he’d continue sharing crucial information with the US about the war in Syria.",1,0,1
at://did:plc:tfekzuvaaeyab6cwjcizkeul/app.bsky.feed.post/3lffkxn3orc2o,did:plc:tfekzuvaaeyab6cwjcizkeul,"Estimates are that between 15-25% of Muslims are radicalized.

Very simple:

Muslims who want to kill in the name of their religion should keep it inside their own borders. Like Syria. Nobody cares if they want to kill each other. But when you go to other countries to kill there is a price to pay.",1,0,0
at://did:plc:w6a42moznuma45g5enhcvrrp/app.bsky.feed.post/3lffkuxo45s2f,did:plc:w6a42moznuma45g5enhcvrrp,"How Syria navigated its first attempt at independence and democracy in 1919 is instructive for the present day, Rasha Elass writes for @newlinesmag.bsky.social.
newlinesmag.com/essays/a-cen...",0,5,14
at://did:plc:oqatvbgbhvqbjl2w2o63ehgi/app.bsky.feed.post/3lffktqdasd2d,did:plc:oqatvbgbhvqbjl2w2o63ehgi,"Sybiha, Kallas discuss assistance to Syria
#news #uazmi #ukraine #world #zelensky
Ukrainian Foreign Minister Andrii Sybiha and EU High Representative for Foreign Affairs and Security Policy Kaja Kallas have coordinated the agenda of bilateral and international relations and discu...",0,1,1
at://did:plc:s7qmixhmnqwnvdg5eifboynz/app.bsky.feed.post/3lffkps4koc2q,did:plc:s7qmixhmnqwnvdg5eifboynz,Who did America bomb? Israel bombed Iran and Syria. Only people USA bombed were those attacking our bases.,1,0,0
at://did:plc:swue6x2lhtat3alzwntwop5f/app.bsky.feed.post/3lffkocfmek2q,did:plc:swue6x2lhtat3alzwntwop5f,"The Shadow War between Turkey and Israel - FPIF
""The two regional powerhouses, Israel and Turkey, gained immensely from the decimation of the Iranian-led axis, particularly in Syria. Still, both countries will need a de-escalation mechanism and dialogue to avoid a future conflict.""",0,0,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lffknkbxyc2v,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria  #Malaysia #Greenland #Netherlands #Thailand #Polen #Hungary #Belgium #France #Luxemburg #Turkey #Mexico #Brazil #Japan #Argentina #Korea #Columbia 

CIA Catholics blocking USB on mobile. And in your country?",0,0,1
at://did:plc:cletgphm76jq4zdjehjni2nd/app.bsky.feed.post/3lffkmel4ts2o,did:plc:cletgphm76jq4zdjehjni2nd,"So why don’t Egypt, Syria and Jordan accept Palestinians? If they’re all the same… 
Jews are not occupying any area. They are home where they belong and are defending themselves from Nazis trying to eradicate them because of Nazi teachings since childbirth. It all comes back to Amin Al Husseini.",1,0,0
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lffkkavd6k2v,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria  #Malaysia #Greenland #Netherlands #Thailand #Polen #Hungary #Belgium #France #Luxemburg #Turkey #Mexico #Brazil #Japan #Argentina #Korea

4 attacks last 30 minutes. And at your end?",0,0,1
at://did:plc:6epg2k22rhswiqaumgrqaqma/app.bsky.feed.post/3lffkj4bzln26,did:plc:6epg2k22rhswiqaumgrqaqma,"Turkey raps France, says US only counterpart in northeast Syria",0,0,0
at://did:plc:2ad7mmwmfprr6b3pkan46ub4/app.bsky.feed.post/3lffkijc3n22j,did:plc:2ad7mmwmfprr6b3pkan46ub4,"Syria, Lebanon, and Palestine in 2024: The Fall of a tyranny, a Fragile Ceasefire, and the Horror of Ongoing Genocide 
by Ziad Majed
vendredis-arabes.blogspot.com/2025/01/syri...",0,5,10
at://did:plc:47pef25n27xbumca5fdliojm/app.bsky.feed.post/3lffkhwi4ws2v,did:plc:47pef25n27xbumca5fdliojm,"#PETA #TruthSocial #Denmark #USA #England #Ireland #Italy #Africa #Syria  #Malaysia #Greenland #Netherlands #Thailand #Polen #Hungary #Belgium #France #Luxemburg #Turkey #Mexico #Brazil #Japan #Argentina #Korea

CIA Catholic's who get no animal or children sex torture animals. And at your country?",1,0,0
at://did:plc:lc6hdhnjkgccd6ysi7e23pll/app.bsky.feed.post/3lffkhedzuh2g,did:plc:lc6hdhnjkgccd6ysi7e23pll,"To help build the new Syria, the US needs to better understand the Kurds and Arabs of the northeast
->Atlantic Council | #SyriaWar | More info from EcoSearch",0,0,3
at://did:plc:4hm6gb7dzobynqrpypif3dck/app.bsky.feed.post/3lffkgxhulh2j,did:plc:4hm6gb7dzobynqrpypif3dck,"@Ukrinform_News: Sybiha, Kallas discuss assistance to Syria  https://t.co/qGe6C8kTXa",0,0,1
at://did:plc:ifaz5i5ttcqu6zpt5owztxet/app.bsky.feed.post/3lffkeymnmc2o,did:plc:ifaz5i5ttcqu6zpt5owztxet,Except that presidential immunity is about carrying out acts pursuant to leading the US e.g killing Bin Laden on foreign soil or bombing Syria.  It was never intended nor does it state that you get off anything and everything like rape or laughter during money or buying off victims of your lust,1,0,4
at://did:plc:s2xocmdbnrto2yp4fbvfant6/app.bsky.feed.post/3lffkcdb7ec2b,did:plc:s2xocmdbnrto2yp4fbvfant6,"Politico - He Went to Syria With Tulsi Gabbard. He Has Some Big Concerns.

Mouaz Moustafa says Gabbard’s response to Assad’s atrocities is a worrisome sign of how she’d serve as director of national intelligence.",1,13,20
at://did:plc:tl3rwqkg7z6ffsnjlagjwq4r/app.bsky.feed.post/3lffk3n7c3s22,did:plc:tl3rwqkg7z6ffsnjlagjwq4r,"x.com/i/status/187...
video
Max Blumenthal

Replying to politico
That’s Mouaz Moustafa, the top US govt lobbyist for the Al Qaeda junta that now controls Syria

Here he is in 2013 organizing arms deliveries to Al Qaeda’s CIA-sponsored partners in the field - a program Tulsi tried to block",0,0,0
at://did:plc:no2guuq3noeteqecxsckkoql/app.bsky.feed.post/3lffk2hxhgc24,did:plc:no2guuq3noeteqecxsckkoql,"#Lebanon 2025 default Eurobond 15 cents Prez Aoun elect. Parliament revive bank rescue blueprint, 0 coupon bond issue small depositor 10-15 yr reimburse. #Syria displaced 
@UNmigration
 winter appeal 2x to $70 million. Govt $40 billion electric grid restore cost. #EmergingMarkets",0,0,0
at://did:plc:6o4hywbjgqyfct37zgwddgnm/app.bsky.feed.post/3lffjz4z4vs27,did:plc:6o4hywbjgqyfct37zgwddgnm,"Yes

US troops need to stay in Syria to counter the Islamic State group, Austin says 

apnews.com/article/aust...",0,1,0
at://did:plc:43fdk46qa5gsokzygzildsaq/app.bsky.feed.post/3lffjro6mrf27,did:plc:43fdk46qa5gsokzygzildsaq,ITALY FM SAYS HE PROPOSED MORATORIUM ON EU SANCTIONS ON SYRIA,0,0,0
at://did:plc:mcb6n67plnrlx4lg35natk2b/app.bsky.feed.post/3lffjqfiqm52p,did:plc:mcb6n67plnrlx4lg35natk2b,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨9 - unconditional
️⚠️💨8 - discharge
️⚠️💨5 - sentenced
️⚠️💨5 - convicted
️⚠️💨4 - merchan
️⚠️💨4 - felony
️⚠️💨4 - gaza
️⚠️💨4 - felon
️⚠️💨4 - probation
️⚠️💨3 - ukraine
(tap/click to see all posts on Bluesky featuring that word!)
",0,0,1
at://did:plc:cdclpkz7haxmxfu5cld73w6t/app.bsky.feed.post/3lffjofy5ae2h,did:plc:cdclpkz7haxmxfu5cld73w6t,Putin just didn't tell him what to do with Syria yet.,0,0,0
at://did:plc:pfv63xt63djkm26ozoqstati/app.bsky.feed.post/3lffjkpns5k2t,did:plc:pfv63xt63djkm26ozoqstati,"🔴Medya Îsraîlê: Îsraîl projeya Sûriyeya wekî kanton dabeşkirî gotûbêj dike 

❓Destwerdana Tirkiyê ya di nav Sûriyê de tê nirxandin

#Syria #Rojava #Netanyahu #Erdogan 

👉 www.peyamakurd.info/kurmanci/ana...",0,1,1
at://did:plc:bzlyw6y52g5g33hpz4nnbt5x/app.bsky.feed.post/3lffjkdy74d23,did:plc:bzlyw6y52g5g33hpz4nnbt5x,"Italian FM meets the new leaders of Syria, discusses the easing of EU sanctions | Syria war news

Antonio Tajani says that Italy wants to serve as a bridge between Damascus and the European Union. Italian Foreign Minister Antonio Tajani held talks with Syria's new leaders and called for talks on…",0,0,0
at://did:plc:cszlej5ry2f6vgiin3khr3gd/app.bsky.feed.post/3lffjixh2lc2w,did:plc:cszlej5ry2f6vgiin3khr3gd,"China's expanding role in the Middle East has seen a growing number of Chinese weapons sent to conflicts in Syria, Yemen, Lebanon, and beyond. A new Winter 2024 Middle East Policy article examines this trend and Beijing's role in the ongoing conflicts.
onlinelibrary.wiley.com/doi/10.1111/...",0,1,0
