post's uri,author's did,post's text,replyCount,repostCount,likeCount
at://did:plc:3akns5z6ofdnpflu242j2h5o/app.bsky.feed.post/3lg5huwlt4s2b,did:plc:3akns5z6ofdnpflu242j2h5o,"Proud MI Jill Stein voter, AMA",0,0,2
at://did:plc:u7umnt2hyqo7ar6hc2bt2p7z/app.bsky.feed.post/3lg5ghtidxk26,did:plc:u7umnt2hyqo7ar6hc2bt2p7z,Jill Stein should have promised to resurrect my geocities page.,0,0,0
at://did:plc:tbhxwfehktalyki7gbo5w2lh/app.bsky.feed.post/3lg5g3ortqc2e,did:plc:tbhxwfehktalyki7gbo5w2lh,I hate these Jill Stein “Dems”,0,0,0
at://did:plc:tbhxwfehktalyki7gbo5w2lh/app.bsky.feed.post/3lg5fzugbzc2e,did:plc:tbhxwfehktalyki7gbo5w2lh,You can pander to 00000.001% of population. See how it works out for you. Blaire White Caitlyn Jenner are MAGA. And you sound like a Jill Stein voter.,0,0,1
at://did:plc:iuompqbq7dyjdeuihrmkg45g/app.bsky.feed.post/3lg5fri66mc25,did:plc:iuompqbq7dyjdeuihrmkg45g,Currently looking for Jill Stein,0,0,3
at://did:plc:bgrwrmnnp2qzbj2onm5wwpzo/app.bsky.feed.post/3lg5e4ayku22a,did:plc:bgrwrmnnp2qzbj2onm5wwpzo,Some folks will blame any and everything for Kamala Harris loss except their white ass sell out friends who voted for Orange Julius Hitler or Jill Stein bc she supposed was anti Israel (which lol 🤡),0,0,1
at://did:plc:4tjti5qdaotcenxyl4zpcrwy/app.bsky.feed.post/3lg5dyw5wek2j,did:plc:4tjti5qdaotcenxyl4zpcrwy,Fuck Trump. His National and an international disgrace I blamed the people that sat it out or voted for Jill stein or the Gaza crazies,0,0,7
at://did:plc:nmcz3t4ingjc3tepam54d327/app.bsky.feed.post/3lg5duk3rns2y,did:plc:nmcz3t4ingjc3tepam54d327,"Let me school you on how it happened here in America.

Trump, Rep WON
Kamala, Dem LOST
Jill Stein, one time Dem, turned indie LOST
RFK, one time Dem, turned indie LOST
Chase Oliver, one time Dem, turned libertarian, LOST
Cornel West, one time Dem, turned independent, LOST
DeMS VOTED AGAINST KAMALA😂🫵",2,0,0
at://did:plc:r5qxjwcob44s4dj5msjmagq2/app.bsky.feed.post/3lg5dr45vfc2g,did:plc:r5qxjwcob44s4dj5msjmagq2,"Why doesn't Elizabeth May want to become the PM of Canada..

Why doesn't Elizabeth May want C$30 min wage manifesto manifestation

Can we get Jill Stein to ask her why?",0,0,0
at://did:plc:mmk5npni7jetr7pdct3ou5dy/app.bsky.feed.post/3lg5bft25ts2h,did:plc:mmk5npni7jetr7pdct3ou5dy,Sounds like you should be supporting the likes of Jill Stein.,0,0,0
at://did:plc:4zpkzw3rrswafv6xvgbjpuqc/app.bsky.feed.post/3lg5augy7ls2g,did:plc:4zpkzw3rrswafv6xvgbjpuqc,"Outside of an appology, 2024 Green Party Jill Stein voters should hang their hats in shame and silence.",0,0,2
at://did:plc:kykndxukzu4p43nzcpbwe4vo/app.bsky.feed.post/3lg5a64dhs22c,did:plc:kykndxukzu4p43nzcpbwe4vo,And Jill stein used the Muslim community to split the vote which lost key states and now Palestine has no chance because Trump will hand Gaza to Israel.,1,1,4
at://did:plc:v74fdurclvhl33j7vipugnhq/app.bsky.feed.post/3lg57nxm7uc2g,did:plc:v74fdurclvhl33j7vipugnhq,Have y’all contacted Rashida Tliab and Jill Stein? IJS 😌,0,0,0
at://did:plc:dktusvhtltikyspwndmwrnsj/app.bsky.feed.post/3lg57fpo4hs2h,did:plc:dktusvhtltikyspwndmwrnsj,"Here’s MSNBC complaining about Biden‘s Middle East policy. I am still angry about the voters in MI who chose to help throw away our democracy over an area of the world that has never seen peace and never will. 
Best of luck to those voters come tomorrow. I hope Jill Stein saves you.",0,1,7
at://did:plc:oodmjibakp22r4mjilfgzn7h/app.bsky.feed.post/3lg577hnwsk22,did:plc:oodmjibakp22r4mjilfgzn7h,"They lied about Biden being sharp as a tack to the American people, sued RFK jr and Jill Stein in every state the applied for ballot access, discarded the primaries, placed political opponents on terrorist watchlists, censored RFK jr….

It’s quite an extensive list.",3,0,0
at://did:plc:r5qxjwcob44s4dj5msjmagq2/app.bsky.feed.post/3lg57435rgk2g,did:plc:r5qxjwcob44s4dj5msjmagq2,"Jill Stein has to figure out if she's gonna field 100 senator candidates in 2028.. or stop annoying us every 4 years etc..

Like AOC says..

By then we'll have the Bernie/Corbyn party..

So it's pointless either way..",0,0,0
at://did:plc:r5qxjwcob44s4dj5msjmagq2/app.bsky.feed.post/3lg56ukx2t22g,did:plc:r5qxjwcob44s4dj5msjmagq2,"Even Jill Stein has a $25 min wage manifesto..

Albeit only since October 2024..",0,0,0
at://did:plc:ka2x5n5sbib6v3d44l6bmagk/app.bsky.feed.post/3lg56sybrxk2z,did:plc:ka2x5n5sbib6v3d44l6bmagk,Yeah if the female was Jill Stein. Biden and Harris funded genocide.,0,0,0
at://did:plc:r5qxjwcob44s4dj5msjmagq2/app.bsky.feed.post/3lg56r5eb2c2g,did:plc:r5qxjwcob44s4dj5msjmagq2,"Even Jill Stein has a $25 min wage manifesto..

But the idiots over there don't contest every seat like other parties..

POTUS almost always wins the house regardless if the elections are one

The US Green Party never intend to win the house..",0,0,0
at://did:plc:n5tmskrddpj6xhnllwswut6e/app.bsky.feed.post/3lg565uh3bk2c,did:plc:n5tmskrddpj6xhnllwswut6e,"I have been angry since Nov 6 and tomorrow when that shitstain is “sworn in” I will be even angrier. GFY non voters, protest voters, 3rd party voters, lying “xxx for Harris” voters, Jill Stein, Nancy Pelosi, Berniebros, Hamasniks, white America, MAGA. GFY and FAFO",0,0,0
at://did:plc:h4myxiz7rcuzjjslvscw2wox/app.bsky.feed.post/3lg55z7bhg22v,did:plc:h4myxiz7rcuzjjslvscw2wox,Yep. They'll do mental gymnastics to explain why Jill Stein was in that infamous Russia picture.,1,0,5
at://did:plc:4zpkzw3rrswafv6xvgbjpuqc/app.bsky.feed.post/3lg55whvjos24,did:plc:4zpkzw3rrswafv6xvgbjpuqc,"What part of ""where is Jill Stein"" not clear?",1,0,0
at://did:plc:ugoqqhqhitgjtd5fhlan6oez/app.bsky.feed.post/3lg55ay6bbc2a,did:plc:ugoqqhqhitgjtd5fhlan6oez,The Packers? stormtroopers? Jill stein?,1,0,2
at://did:plc:4zpkzw3rrswafv6xvgbjpuqc/app.bsky.feed.post/3lg556lm3yk24,did:plc:4zpkzw3rrswafv6xvgbjpuqc,"Where Jill Stein? Anyone, anyone, anyone . . .",1,0,2
at://did:plc:56fhoenzj2s7jdxjyiyl6dos/app.bsky.feed.post/3lg54lc2eyk2g,did:plc:56fhoenzj2s7jdxjyiyl6dos,The FAFO that is sure to hit the latinos for trump and the jill stein/gaza voters will come with zero sympathy at all for everyone except thier kids who are gonna go through some tough times.,0,1,1
at://did:plc:izh4pkn4lar2qsfyl2rw4y77/app.bsky.feed.post/3lg54de26hc2h,did:plc:izh4pkn4lar2qsfyl2rw4y77,"Great job Jill Stein and Jill Stein voters and voters who stayed home. 

“An executive order will put a stop to the Biden administration’s investments in renewable energy.”

www.politico.com/news/2025/01...",1,5,12
at://did:plc:ttwbsnsrgdadl6kpjhqicnv7/app.bsky.feed.post/3lg545ryp4k2o,did:plc:ttwbsnsrgdadl6kpjhqicnv7,"If the Warren wing of the Democratic Party hadn't voted for Jill Stein in 2016, the #SupremeCourt wouldn't have shot it down in the first place! #FactsMatter",2,1,1
at://did:plc:yofyumvaw4mbqsjcumv2hlli/app.bsky.feed.post/3lg53tan4522n,did:plc:yofyumvaw4mbqsjcumv2hlli,Here is your prototypical Jill Stein voter.,0,0,2
at://did:plc:xypgn2xcegwnivxny56r2mzx/app.bsky.feed.post/3lg4z5ac2rc2l,did:plc:xypgn2xcegwnivxny56r2mzx,"Kinda funny how Jill Stein has just gone *poof* after the 2024 election, no?  

Kinda like she went *poof* after 2016?",0,0,1
at://did:plc:kq2w3eepvdzfimgzs5u2kkd4/app.bsky.feed.post/3lg4yxxxpic2j,did:plc:kq2w3eepvdzfimgzs5u2kkd4,"I was specifically responding to your very crass comment calling Dems ""idiots."" I'm in no mood for a ""vote for Jill Stein to punish the VP"" tirade about a conflict that has been ongoing since 1948. THIS COUNTRY is in crisis NOW. Charity begins at home!!",0,0,2
at://did:plc:ezconqince3oolbmsz4wvy2j/app.bsky.feed.post/3lg4y5oitdc2n,did:plc:ezconqince3oolbmsz4wvy2j,"You're in good company, I also got him to admit that he voted for Jill Stein. That's when I blocked 👊",1,1,3
at://did:plc:4xfmbmsvdwd2tazd2azomrxv/app.bsky.feed.post/3lg4xseqvnc24,did:plc:4xfmbmsvdwd2tazd2azomrxv,"aoc was beefing with jill stein about the greens being a ""spoiler party"" not even a month before the election. is google so hard for you to use",1,0,1
at://did:plc:udtgm4eotv6smw3uw75rhh63/app.bsky.feed.post/3lg4wcqf4jc2x,did:plc:udtgm4eotv6smw3uw75rhh63,"You want a piece of candy? Would you prefer chocolate or fascist nuts? I voted for Jill Stein, and yet ALL the third-party voters combined who voted for Stein still would not have been able to make up the votes that Harris lost to Trump.",1,0,0
at://did:plc:kqb3bsgwimfl2rph7f2nu7vl/app.bsky.feed.post/3lg4vzbaeos2g,did:plc:kqb3bsgwimfl2rph7f2nu7vl,"Sabby Sabs (X/ @SabbySabs2):

Cornel West (X/ @CornelWest): Kamala's Campaign Was Full Of ANXIETY! (Interview)

video ~55:03min

www.youtube.com/watch?v=rtbc...",0,0,0
at://did:plc:yrclrwc757za53vry5ipsvhn/app.bsky.feed.post/3lg4vy6gwsk2x,did:plc:yrclrwc757za53vry5ipsvhn,We didn't pick Trump! We picked Jill Stein!,3,0,0
at://did:plc:5gyb6efzdfgpipmsz27abbcy/app.bsky.feed.post/3lg4vog552c2m,did:plc:5gyb6efzdfgpipmsz27abbcy,They supported Jill Stein who is closely aligned with Putin. Even sat at dinner with him and Flynn. She's a traitor.,1,0,0
at://did:plc:5zdz2q4zqlw2o2kb3smqzk6v/app.bsky.feed.post/3lg4vhw6ujo2v,did:plc:5zdz2q4zqlw2o2kb3smqzk6v,"They voting for Jill Stein now where is Jill Stein - anyone, anyone? Agree Netanyahu is a war criminal, but all he did was make Hamas stronger in number and Israel unsafe.  Their vote only put USA in the same bucket - Unsafe.",0,0,5
at://did:plc:h4myxiz7rcuzjjslvscw2wox/app.bsky.feed.post/3lg4u2ha7l22v,did:plc:h4myxiz7rcuzjjslvscw2wox,Yep. I've met countless Jill Stein supporters who have the creepiest most smug attitude about Trump winning and it makes me sick. The level of privilege and selfishness it takes to think like that is off the charts.,3,2,32
at://did:plc:mljoq77icohjqfayg42j573f/app.bsky.feed.post/3lg4tymxycc22,did:plc:mljoq77icohjqfayg42j573f,It’s the messaging. I’m a European and I could see banning Tik Tok and Gaza added to Jill Stein Camilla was going to lose. Democrats have to find a way to be the louder messenger!,0,0,0
at://did:plc:xgwzapxypdcdmqbexwvnsu3z/app.bsky.feed.post/3lg4tvpujjk2c,did:plc:xgwzapxypdcdmqbexwvnsu3z,And where is Jill Stein now? No where-just like before! She’s a total POS 💩 imo!!,0,0,2
at://did:plc:wtiisbobsh7wfmnatwrmaapp/app.bsky.feed.post/3lg4szaxe3k25,did:plc:wtiisbobsh7wfmnatwrmaapp,"I am not. Jill Stein got less than a % of the votes, that makes one feel Gaza wasn't that big of a deal for Americans.",1,0,2
at://did:plc:xh3sqcapwhhlgalsl3dcae5g/app.bsky.feed.post/3lg4qh3nb5c2u,did:plc:xh3sqcapwhhlgalsl3dcae5g,"Let’s just start calling them Green MAGA, because that’s what they are. You have the browns, and you have the Hamas supporting, Jill Stein voting Greens.",1,1,3
at://did:plc:4j6djh4qcdzlp5juk4soe7g3/app.bsky.feed.post/3lg4oz76trs2s,did:plc:4j6djh4qcdzlp5juk4soe7g3,Voters didn't think so when they re-elected him as president. Don't blame me. I voted for Jill Stein. I wasn't about to vote for Biden.,0,0,0
at://did:plc:7j4jiw3hxiop7cwdnwmv5h5i/app.bsky.feed.post/3lg4oirt2ak2p,did:plc:7j4jiw3hxiop7cwdnwmv5h5i,A lot were played by Jill stein too bc she fed them what they wanted to hear about Palestine and then lo and behold was pro Israel all along. She of course went back into hiding after the elections like she always does,1,0,2
at://did:plc:nkuavlkcg4fhnt4qimqw66qp/app.bsky.feed.post/3lg4o6yqtac24,did:plc:nkuavlkcg4fhnt4qimqw66qp,Where's Jill stein been?,1,0,0
at://did:plc:b26oyxmbnnkqaph54l5mocad/app.bsky.feed.post/3lg4nozxmec2v,did:plc:b26oyxmbnnkqaph54l5mocad,Yeah. Let's all get behind Jill Stein.,0,0,0
at://did:plc:beryfwzna7s7np5ptewloz4f/app.bsky.feed.post/3lg4mw6bfds2s,did:plc:beryfwzna7s7np5ptewloz4f,I got a text yesterday from an acquaintance I call Crazy Miranda (She never met a conspiracy theory she didn't like) urging me to turn off my tv at noon on 1/20. She's a Jill Stein voter. 🤬,0,0,0
at://did:plc:z4grxr275gtzrbb5rj6tiw3e/app.bsky.feed.post/3lg4moewl3c23,did:plc:z4grxr275gtzrbb5rj6tiw3e,"I’m sure some of them did not.  Again, just like the Jill Stein voters who had the gall to show up for the pussy march in 2017, I’d bet money that there were folks who “protest voted.”",1,0,1
at://did:plc:xdmzhvva7wgwagnnlqfqxp2e/app.bsky.feed.post/3lg4loidl6s2c,did:plc:xdmzhvva7wgwagnnlqfqxp2e,"Second is the idea that to vote is to approve in full. Not as much sense of voting to reduce impending woe as much as possible, as compared to voting to support your “team” (something Jill Stein takes advantage of every election year).",1,0,2
at://did:plc:xiy3472lom7uzhwx24ruvu7r/app.bsky.feed.post/3lg4jvgxvec2n,did:plc:xiy3472lom7uzhwx24ruvu7r,"Any professed leftist/democrat who'd stay on there after this show, you never were a real democrat to begin with. Give it to the little third party Jill Stein voters. You won't see me on there.",0,0,0
at://did:plc:t52pbfg6odvuedhktmf3asgg/app.bsky.feed.post/3lg4ibd5uk224,did:plc:t52pbfg6odvuedhktmf3asgg,"And my opinions are the same.Plus knowing that in history the swing back from autocratic rule takes everyone &not just groups.As stated it doesn’t have to be the a old party world,but not including them in any answer is just like nominating Jill Stein year after year and expecting a different result",0,0,0
at://did:plc:5jntohtk3yp3e245rsbsoauv/app.bsky.feed.post/3lg4hwjesj22i,did:plc:5jntohtk3yp3e245rsbsoauv,And Jill Stein voters handed all of us The Felon in 2016.,1,0,1
at://did:plc:5jntohtk3yp3e245rsbsoauv/app.bsky.feed.post/3lg4fn7oxyk2i,did:plc:5jntohtk3yp3e245rsbsoauv,Ridiculous to say not the voters fault.  1/3 voted FOR this career criminal.  1/3 stayed the fuck home or voted for Jill fucking Stein.,0,0,1
at://did:plc:wfxi477zjstbcjrddhvl4daz/app.bsky.feed.post/3lg4e6wazr22u,did:plc:wfxi477zjstbcjrddhvl4daz,"Voting Jill Stein was a mistake. As with the link I sent, both parties are not the same in this issue.",1,0,0
at://did:plc:spz7xtxwn7tareapqzouydsh/app.bsky.feed.post/3lg4e2jyhxs2c,did:plc:spz7xtxwn7tareapqzouydsh,What does Jill Stein have to do with you posting a random GIF that has nothing to do with anything,0,0,1
at://did:plc:z4grxr275gtzrbb5rj6tiw3e/app.bsky.feed.post/3lg4drl7ms22j,did:plc:z4grxr275gtzrbb5rj6tiw3e,"Pretty sure you’re missing my point:  it’s reminiscent of the “pussy” march of 2017 here in NYC where we had to share our space with the likes of anti Hillary Jill Stein voters (the Bernie or bust crowd) who had the audacity to show up and march. And no, not everyone is “on the same side.”",4,0,2
at://did:plc:paeey3bcajmmwkgojg4nvzsb/app.bsky.feed.post/3lg4dpohju22x,did:plc:paeey3bcajmmwkgojg4nvzsb,I was just wondering where Jill Stein and the pseudo intellectuals are ? Has anyone heard from the never Harris free Palestinian Movement folks ?,0,0,2
at://did:plc:nlyelmba7nsonhq4hqdr5ey4/app.bsky.feed.post/3lg4dlajsvc2z,did:plc:nlyelmba7nsonhq4hqdr5ey4,"Jill Stein is not a leftist, nor does she represent any of us. She is indeed a Russian plant, which makes her aligned with fascism, which is on the opposite end of the spectrum from the left.",0,0,2
at://did:plc:s7irqi7qqk7zkjauso6islej/app.bsky.feed.post/3lg4cs2jdjc2b,did:plc:s7irqi7qqk7zkjauso6islej,It’s not happening.  It’s called 3rd party with actual infrastructure NOT Jill Stein who’s been grifting for like 12 years now.  Shit I shudda done that tbh.  😂,1,0,2
at://did:plc:yye4ticeeusuorqy7u74e2l7/app.bsky.feed.post/3lg4blk2ofs2r,did:plc:yye4ticeeusuorqy7u74e2l7,Are you a Trump supporter or Jill Stein or did you sit this election out?,1,0,0
at://did:plc:taik44zh4hcrhb5xkfky3g74/app.bsky.feed.post/3lg4bd33wk22m,did:plc:taik44zh4hcrhb5xkfky3g74,They've never been serious. Where has Jill Stein been post-election? She went back into hibernation like the grifter cicada she is.,1,0,2
at://did:plc:pk7oaqnozbaifv5rmjlsjipl/app.bsky.feed.post/3lg4b7je3wk2a,did:plc:pk7oaqnozbaifv5rmjlsjipl,"Why is Trump inviting fascist authoritarians to his inauguration ?

To advance democracy?

Why is he appointing two dozen billionaires to his administration?

To advance the interests of “working people “?

Those who voted for Jill stein or did NOT vote and helped Trump win, did this !!’",0,0,0
at://did:plc:mh5qwlpl2xhdjwxdw74tupr4/app.bsky.feed.post/3lg4b4kygzk2g,did:plc:mh5qwlpl2xhdjwxdw74tupr4,"Well said, 2.0. I've been writing reps and senators. With my traumatic brain injury, I do better. My rep got protestors Friday at his Eureka office. Those that want US to cut off aid to Israel and who voted for Jill Stein.",1,0,2
at://did:plc:54iasqpo6fk65hoqma5qbski/app.bsky.feed.post/3lg4azaasak2g,did:plc:54iasqpo6fk65hoqma5qbski,"I literally watched a bunch of Zers Jill Stein us into a second trump term over Gaza which they never gave a f about before or even care about now so, yeah as enjoyable as it was it's a threat.",0,0,2
at://did:plc:mz7oiypampwj7dkrdv227jzz/app.bsky.feed.post/3lg4ayi3qws2k,did:plc:mz7oiypampwj7dkrdv227jzz,All that crying about Jill stein and libertarians and all other 3rd party’s barely got 1%. Maybe dont court Liz Cheney 🤷‍♂️,1,0,0
at://did:plc:mkcttclvxwkcyg32oj3jhzxo/app.bsky.feed.post/3lg4am2do4c2w,did:plc:mkcttclvxwkcyg32oj3jhzxo,"Say, might have they ran the same playbook on TikTok and got lefties to vote for Jill Stein?",0,0,1
at://did:plc:ejnv3yjdag36tfdujotphlrn/app.bsky.feed.post/3lg4afvwtu22c,did:plc:ejnv3yjdag36tfdujotphlrn,The guy who voted for Jill Stein. I just can’t with that guy,0,0,1
at://did:plc:mvi6uf6xuww7yvmegpqvelm2/app.bsky.feed.post/3lg47sap6zs2i,did:plc:mvi6uf6xuww7yvmegpqvelm2,"It would take more than that. It would require a major realignment/rewrite of electoral law, or barring that, open revolution. It's definitely not going to happen because Jill Stein pops out of her gopher hole every 4 years.",1,0,0
at://did:plc:tdi5hsgcoipyzvav4uprktqs/app.bsky.feed.post/3lg47p2lims24,did:plc:tdi5hsgcoipyzvav4uprktqs,"Every time that “both sides” rhetoric has been popular amongst left-leaning individuals, it has only ever led to Republicans winning elections. All that Ralph Nader and Jill Stein and Bernie Sanders supporters have achieved is the presidencies of Bush and Trump.",0,0,0
at://did:plc:jqlce5rwveicdcehhjz43zvi/app.bsky.feed.post/3lg46lepvzk2o,did:plc:jqlce5rwveicdcehhjz43zvi,"Jill Stein is Putins bitch.

Try again",0,0,0
at://did:plc:ppvyanir7uwyyjeft557afaq/app.bsky.feed.post/3lg46fa7pek2s,did:plc:ppvyanir7uwyyjeft557afaq,The majority of these dipshits probably didn’t vote or voted for Jill Stein! Fuck off and fuck your stupid marches.,0,0,1
at://did:plc:tt2nm5fqmlhy5ycwnf5okkvb/app.bsky.feed.post/3lg45pwtptc25,did:plc:tt2nm5fqmlhy5ycwnf5okkvb,"Oh and these people they got what they wanted they didn’t want Joe they didn’t want Kamala they wanted Jill Scammer Stein so idk why they are mad cause they got what they voted for and that’s not a Kamala or Joe Biden presidency 🤷🏻‍♂️
And also there’s a ceasefire dear so yeah quit your crocodile tears",0,0,0
at://did:plc:pivzmvwvjkzptu2vzddfvejk/app.bsky.feed.post/3lg45dbirjc2t,did:plc:pivzmvwvjkzptu2vzddfvejk,"1. that‘s changing the subject
2. arab „leaders“ are scum of the earth, they are puppets and gatekeepers for Israel
3. „Abandon Harris“ called for endorsing third party candidates like the magnificent Jill Stein. Democrats took the arab votes for granted and thought nobody‘d about rivers of blood.",1,0,0
at://did:plc:zvhjcbmt3zl2rigvwynonj6g/app.bsky.feed.post/3lg44qizqns2r,did:plc:zvhjcbmt3zl2rigvwynonj6g,Jill Stein and the Green Party are frauds.,0,0,1
at://did:plc:vsh5d4ifukj2woh24nz7focm/app.bsky.feed.post/3lg43zshnq22q,did:plc:vsh5d4ifukj2woh24nz7focm,"The only people who support genocide in Gaza are Hamas, and their braindead supporters in the West.

This talking pint is beyond fucking stupid and comes from the Kremlin, which is why Jill Stein was repeating it so often.",1,0,1
at://did:plc:ygkmppb2kamcupdlcvztqhae/app.bsky.feed.post/3lg43v7ehts2n,did:plc:ygkmppb2kamcupdlcvztqhae,Where’s Jill Stein? Wondering if she cashed tangerine tyrant’s check yet.,0,0,0
at://did:plc:2lvg6uz5shggltzpcbqm7pfo/app.bsky.feed.post/3lg43tofn6c2z,did:plc:2lvg6uz5shggltzpcbqm7pfo,….. and those 3rd party ;Jill Stein ? …. The Ralph Nader of today.  I had a long heated discussion w my son about voting. A convicted felon cannot vote. You lose that rite as an American citizen. No one can say it doesn’t matter because it does.,0,0,0
at://did:plc:vsh5d4ifukj2woh24nz7focm/app.bsky.feed.post/3lg43t2pj4c2q,did:plc:vsh5d4ifukj2woh24nz7focm,"You should watch Jill Stein on Mehdi Hasan’s show from a few weeks before the election.  She literally spends 8 minutes DESPERATELY bending over backwards to avoid calling Putin a war criminal, because she knows how upset her Kremlin Handlers would be if she was critical of him.",1,0,0
at://did:plc:2dpwbljimye2ugt7rygprscr/app.bsky.feed.post/3lg43scta3c2a,did:plc:2dpwbljimye2ugt7rygprscr,"The biggest security threat on tiktok is the Russian bots & propaganda, especially propping up bad actors like Jill Stein. Controlling speech is a slippery ride down the fascism slide.",1,0,1
at://did:plc:f3r2oqpslijtayrelvn35sgc/app.bsky.feed.post/3lg42zayb622b,did:plc:f3r2oqpslijtayrelvn35sgc,"Even if every single Jill Stein voter, voted for Harris, Harris still would have lost. 

Seriously, the Green Party is a bunch of trolls, but they are not even close to the reason why Harris lost. 

Harris simply was a bad candidate. Her inability to separate from billionaires lost her the race.",0,0,1
at://did:plc:wgo5ar33e4mxa2ijlo676cy5/app.bsky.feed.post/3lg42sajjj22c,did:plc:wgo5ar33e4mxa2ijlo676cy5,"The Green Party is the Far Left Party in this nation that CONTINUES to help Republicans win.

Jill Stein is just one example. 

The Green Party stated that their goal was for the Democrats to lose. And they did everything they could to get FOTUS elected.

And they blame Democrats for FOTUS winning.",1,0,1
at://did:plc:rg4byaaql5bpvvupsnxvuoiw/app.bsky.feed.post/3lg42nx4igk2w,did:plc:rg4byaaql5bpvvupsnxvuoiw,A vote for Jill Stein is a vote for Republicans—and Russia search.app/93zAteHTbhUC... Not fooled one bit. This from Kos sums things up pretty well except what I hate her the most for--lying to scared and suffering people in my community.,0,0,2
at://did:plc:4ucmunjjpvwbd6w5sffyf5hr/app.bsky.feed.post/3lg42eihgkk2z,did:plc:4ucmunjjpvwbd6w5sffyf5hr,Jill Stein is a Russian plant. There are pictures of her sitting next to Putin at dinner and she only ever shows up at election time to syphon off Democratic votes. If she actually was a Green candidate she would try to run for any other office or do ground work in off season years. Don’t be fooled.,8,4,124
at://did:plc:g73xxgwupw2f6z4g335f4a7h/app.bsky.feed.post/3lg3z5krx6c2y,did:plc:g73xxgwupw2f6z4g335f4a7h,Half this crowd probably either didn’t vote at all or they voted for Jill Stein. So they can fuck right off with this grandstanding bullshit.,1,2,23
at://did:plc:rg4byaaql5bpvvupsnxvuoiw/app.bsky.feed.post/3lg3xwg2yx227,did:plc:rg4byaaql5bpvvupsnxvuoiw,"The American Green Party i.e. Jill Stein, that is. Because she's all that's left. The European Green Party, the one with actual parliamentary members forming coalitions and doing real work, warned us about this. Too little too late, and nobody was listening, but still...",6,2,60
at://did:plc:unev7m3qrfyjahfk5nxlbdwb/app.bsky.feed.post/3lg3xb3bv3223,did:plc:unev7m3qrfyjahfk5nxlbdwb,Big words for a probable Jill Stein voter,1,0,0
at://did:plc:yrclrwc757za53vry5ipsvhn/app.bsky.feed.post/3lg3xaodkbs2f,did:plc:yrclrwc757za53vry5ipsvhn,That's why I voted for Jill Stein!,0,0,0
at://did:plc:txtcallstv7ylpzips2rv6em/app.bsky.feed.post/3lg3woz4dbc2l,did:plc:txtcallstv7ylpzips2rv6em,One side is openly fascist and the other is a flawed opposition party that isn’t fascist. Not wasting my vote on Jill Stein who shows up once every 4 years to help the fascists.,1,0,1
at://did:plc:js6zq2s2hmvicumhndcibyra/app.bsky.feed.post/3lg3wosalzc2f,did:plc:js6zq2s2hmvicumhndcibyra,"Jill Stein attended a dinner in Moscow with Putin and Mike Flynn and for years made excuses for Russia’s attacks on Ukraine, repeating Putin’s excuses (“well Ukraine used to be part of Russia, so …”).  Only in the last year, after pressure, did she criticize Putin’s conduct",0,0,1
at://did:plc:js6zq2s2hmvicumhndcibyra/app.bsky.feed.post/3lg3vqmiv322f,did:plc:js6zq2s2hmvicumhndcibyra,"I mean, we have some pretty clear examples Tulsi Gabbard and RFK Jr who went from left to straight MAGA.  And Jill Stein who thinks Putin is just great.",0,0,0
at://did:plc:tt5wuohjwptxa4qq7k2yoynn/app.bsky.feed.post/3lg3uostwss2o,did:plc:tt5wuohjwptxa4qq7k2yoynn,Jill Stein needs to drop dead already. She’s like the female version of Trump. Oh my god 🫠,1,0,1
at://did:plc:jthqpduedyjiwlvbngpceywn/app.bsky.feed.post/3lg3ud66vas2f,did:plc:jthqpduedyjiwlvbngpceywn,I just know this guy along with jill stein and dean philips will be spoilers in 2028.,1,0,1
at://did:plc:oazenlgp2iwnsigdtallf622/app.bsky.feed.post/3lg3tptdahc2r,did:plc:oazenlgp2iwnsigdtallf622,Oh Deer….it’s colder than the soul of MAGA today in chicago and even the snow people are concerned about their legal status. 7 degrees F. Think about the unhoused vets today because nobody in the GOP will.  Screw those selfish bastards and if you voted for Jill Stein…you’re dead to me!!,0,0,0
at://did:plc:zzm7q7uafux43lzz6anjsmxs/app.bsky.feed.post/3lg3rrz34z22u,did:plc:zzm7q7uafux43lzz6anjsmxs,"Even leftists who encouraged people to vote for Jill Stein or to not vote at all, which definitely helped lose the election.",2,0,2
at://did:plc:ue3ua7krxogmdugctic4hwpv/app.bsky.feed.post/3lg3jfx2ejk2d,did:plc:ue3ua7krxogmdugctic4hwpv,"Save your energy, these fools don't get it. They want to focus on putting out the burning house down the street while ignoring the fire on their own kitchen stove. The ""Genocide Joe"" spewing leftist morons on TikTok deleted their accounts and vanished right after the election (just like Jill Stein).",0,0,3
at://did:plc:4jmeua2wj2xxfmmaciv4c7r6/app.bsky.feed.post/3lg3ihr6gss2d,did:plc:4jmeua2wj2xxfmmaciv4c7r6,"Again, if JILL STEIN of the Green Party did not exist or decided to sit this out, we would have President Harris. I hope she is proud of her accomplishments. Putin is! And to think, she will continue this grift for the next 8 election cycles!",0,0,0
at://did:plc:kg3qhdssqfe6uh4274t4guje/app.bsky.feed.post/3lg3hlzdobs2m,did:plc:kg3qhdssqfe6uh4274t4guje,"TikTok shut down?

How are Jill Stein supporters supposed to get their news?",0,0,2
